Sub-network,Date,MACS,SST-2 Acc
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 6, 6, 6, 8, 6, 12, 12, 8, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 1024]}",14:30.8,4016408192,0.908256881
"{'num_layers': [9], 'num_attention_heads': [6, 10, 6, 10, 8, 6, 10, 6, 12, 10, 8, 8], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 3072, 1024, 1024, 1024, 1024, 2048]}",14:32.9,5845124736,0.918577982
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 6, 6, 6, 8, 6, 8, 12, 8, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 1024, 1024, 3072, 1024]}",14:34.6,3907356288,0.904816514
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 6, 6, 6, 10, 6, 8, 12, 8, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024]}",14:36.3,3961882240,0.905963303
"{'num_layers': [8], 'num_attention_heads': [6, 6, 10, 6, 6, 8, 8, 6, 8, 10, 6, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024]}",14:37.7,3139602048,0.899082569
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 12, 8, 12, 10, 6, 12, 10, 6, 6], 'intermediate_size': [1024, 1024, 3072, 2048, 1024, 3072, 3072, 1024, 1024, 1024, 3072, 2048]}",14:39.7,5459248768,0.922018349
"{'num_layers': [6], 'num_attention_heads': [6, 6, 6, 6, 6, 8, 8, 6, 8, 8, 6, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",15:55.9,2245822080,0.86353211
"{'num_layers': [12], 'num_attention_heads': [6, 10, 6, 12, 12, 10, 12, 6, 12, 10, 12, 8], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 3072, 1024, 1024, 3072, 2048, 2048]}",15:58.5,8400045696,0.930045872
"{'num_layers': [11], 'num_attention_heads': [6, 10, 6, 12, 8, 10, 12, 6, 12, 10, 10, 8], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 3072, 1024, 1024, 2048, 2048, 2048]}",16:00.9,7414187648,0.925458716
"{'num_layers': [9], 'num_attention_heads': [6, 10, 6, 12, 12, 10, 12, 6, 12, 12, 10, 6], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 3072, 1024, 2048, 3072, 2048, 1024]}",16:03.1,6373607040,0.924311927
"{'num_layers': [6], 'num_attention_heads': [6, 6, 8, 6, 6, 8, 8, 6, 8, 10, 6, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",16:04.3,2300348032,0.871559633
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 12, 8, 10, 8, 6, 12, 8, 10, 8], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 1024, 2048, 2048, 1024, 2048, 2048, 2048]}",16:05.6,3030156928,0.88646789
"{'num_layers': [8], 'num_attention_heads': [6, 6, 6, 6, 6, 8, 8, 6, 8, 8, 6, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 2048, 1024, 1024]}",16:07.1,3030550144,0.900229358
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 6, 6, 8, 8, 6, 8, 8, 6, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 2048, 2048, 1024, 2048]}",16:08.2,2354873984,0.879587156
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 10, 8, 8, 8, 8, 10, 10, 10, 10], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 3072, 2048, 2048, 2048, 1024, 1024]}",16:09.5,2518451840,0.880733945
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 12, 6, 8, 8, 6, 10, 8, 10, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 2048]}",16:10.7,2518451840,0.878440367
"{'num_layers': [9], 'num_attention_heads': [6, 10, 10, 12, 8, 10, 12, 6, 12, 8, 10, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 2048, 2048, 3072, 1024, 2048]}",16:12.6,5366974080,0.922018349
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 6, 6, 8, 8, 6, 8, 8, 6, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 2048, 2048, 1024]}",16:14.2,3706029696,0.904816514
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 10, 6, 8, 8, 6, 8, 8, 6, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",16:15.9,3613755008,0.902522936
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 6, 6, 8, 8, 6, 8, 8, 6, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",16:17.5,3504703104,0.903669725
"{'num_layers': [11], 'num_attention_heads': [6, 10, 6, 12, 12, 10, 12, 6, 12, 10, 10, 8], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 3072, 1024, 1024, 3072, 2048, 2048]}",16:19.9,7724566144,0.926605505
"{'num_layers': [9], 'num_attention_heads': [6, 10, 10, 12, 8, 10, 12, 6, 12, 10, 10, 8], 'intermediate_size': [3072, 1024, 1024, 2048, 1024, 3072, 2048, 2048, 1024, 3072, 1024, 2048]}",16:22.0,5568300672,0.916284404
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 12, 8, 10, 8, 6, 12, 12, 10, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 2048, 1024, 2048, 2048, 2048]}",16:23.2,2828830336,0.887614679
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 6, 6, 8, 8, 6, 8, 8, 6, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",16:24.8,3450177152,0.901376147
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 10, 6, 8, 8, 6, 8, 8, 10, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 2048, 2048, 1024]}",16:26.6,4419061376,0.915137615
"{'num_layers': [12], 'num_attention_heads': [6, 10, 6, 12, 8, 10, 12, 6, 12, 10, 10, 8], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 3072, 1024, 1024, 3072, 2048, 2048]}",16:29.2,8236467840,0.930045872
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 12, 6, 8, 8, 6, 8, 8, 10, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 1024, 2048, 2048, 2048]}",16:30.4,2719778432,0.885321101
"{'num_layers': [9], 'num_attention_heads': [6, 10, 10, 12, 8, 10, 12, 6, 12, 8, 10, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 2048, 3072, 1024, 2048]}",16:32.3,5165647488,0.92087156
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 12, 8, 10, 8, 6, 12, 8, 10, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 2048, 2048, 1024, 2048, 2048, 2048]}",16:33.5,2627503744,0.883027523
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 10, 8, 8, 8, 6, 8, 8, 6, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 2048, 2048, 1024]}",16:35.1,3869607552,0.902522936
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 6, 6, 8, 8, 6, 8, 8, 6, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 1024, 2048, 2048, 1024]}",16:36.9,3907356288,0.904816514
"{'num_layers': [12], 'num_attention_heads': [6, 10, 6, 12, 8, 10, 12, 6, 12, 10, 10, 6], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 3072, 1024, 1024, 2048, 2048, 2048]}",16:39.4,7980615296,0.927752294
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 10, 8, 8, 8, 6, 8, 8, 6, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 2048, 2048, 1024]}",16:41.2,4473587328,0.918577982
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 10, 6, 8, 8, 6, 8, 8, 6, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 1024, 1024, 1024, 2048, 2048, 1024]}",16:42.8,4217734784,0.908256881
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 6, 6, 8, 8, 6, 8, 10, 10, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 1024, 1024, 1024, 2048, 2048, 1024]}",16:44.5,4108682880,0.910550459
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 6, 8, 8, 8, 6, 8, 8, 6, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 2048, 2048, 1024]}",16:46.2,4364535424,0.910550459
"{'num_layers': [8], 'num_attention_heads': [6, 6, 10, 6, 6, 8, 8, 6, 8, 8, 6, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 2048, 1024, 2048]}",16:47.7,3139602048,0.899082569
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 12, 8, 8, 8, 6, 12, 8, 10, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 2048, 1024, 2048, 1024, 2048]}",16:48.9,2774304384,0.881880734
"{'num_layers': [11], 'num_attention_heads': [6, 10, 6, 12, 8, 10, 12, 6, 12, 10, 10, 8], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 3072, 1024, 1024, 3072, 2048, 2048]}",16:51.3,7615514240,0.926605505
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 12, 8, 10, 12, 6, 12, 8, 10, 8], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 2048, 2048, 2048]}",16:53.5,5752850048,0.925458716
"{'num_layers': [9], 'num_attention_heads': [6, 10, 6, 12, 12, 10, 12, 6, 12, 12, 10, 6], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 3072, 1024, 1024, 2048, 2048, 1024]}",16:55.5,6172280448,0.925458716
"{'num_layers': [9], 'num_attention_heads': [6, 10, 6, 12, 8, 10, 12, 6, 12, 12, 12, 6], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 3072, 2048, 1024]}",16:57.5,5861901952,0.930045872
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 12, 8, 10, 12, 6, 8, 10, 10, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 2048, 1024, 1024]}",16:59.4,4746217088,0.918577982
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 10, 8, 10, 12, 6, 12, 8, 6, 8], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 2048, 2048, 1024]}",17:01.3,5698324096,0.922018349
"{'num_layers': [9], 'num_attention_heads': [6, 10, 6, 12, 8, 10, 12, 6, 12, 12, 10, 6], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 3072, 1024, 1024, 2048, 2048, 1024]}",17:03.4,6063228544,0.926605505
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 10, 8, 10, 8, 6, 8, 10, 10, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 2048, 2048, 1024]}",17:05.2,4582639232,0.917431193
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 10, 6, 8, 8, 6, 8, 8, 6, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 1024, 2048, 2048, 1024]}",17:06.9,4016408192,0.904816514
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 12, 8, 10, 12, 6, 12, 12, 10, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 2048, 2048, 1024]}",17:08.8,4855268992,0.92087156
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 10, 8, 8, 8, 6, 8, 8, 6, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 1024, 1024, 1024, 2048, 2048, 1024]}",17:10.6,4272260736,0.913990826
"{'num_layers': [12], 'num_attention_heads': [6, 10, 6, 12, 8, 10, 12, 6, 12, 10, 10, 8], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 3072, 1024, 1024, 2048, 2048, 2048]}",17:13.1,8035141248,0.928899083
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 12, 8, 10, 12, 6, 12, 8, 10, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 2048, 2048, 1024, 2048]}",17:15.0,5056595584,0.919724771
"{'num_layers': [8], 'num_attention_heads': [6, 6, 10, 6, 6, 8, 8, 6, 10, 8, 6, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",17:16.5,3340928640,0.894495413
"{'num_layers': [9], 'num_attention_heads': [6, 10, 6, 12, 12, 10, 12, 6, 12, 12, 10, 6], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 3072, 2048, 1024]}",17:18.5,5970953856,0.923165138
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 10, 8, 10, 12, 6, 8, 8, 10, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 2048, 2048, 2048]}",17:20.3,4637165184,0.923165138
"{'num_layers': [9], 'num_attention_heads': [6, 10, 10, 12, 8, 10, 12, 6, 12, 10, 10, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 2048, 2048, 1024]}",17:22.1,4964320896,0.918577982
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 10, 8, 8, 8, 6, 8, 10, 6, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 1024, 2048, 2048, 1024]}",17:24.0,4070934144,0.905963303
"{'num_layers': [6], 'num_attention_heads': [6, 6, 8, 6, 6, 6, 8, 6, 8, 8, 6, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 2048]}",18:41.3,2245822080,0.871559633
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 10, 10, 8, 12, 6, 12, 8, 8, 8], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 3072, 1024, 1024, 1024, 2048, 2048]}",18:43.3,6063228544,0.926605505
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 6, 6, 6, 6, 6, 8, 10, 8, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024]}",18:44.6,2300348032,0.876146789
"{'num_layers': [7], 'num_attention_heads': [6, 6, 10, 6, 6, 8, 8, 6, 8, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 2048, 2048, 2048]}",18:45.9,2975827584,0.881880734
"{'num_layers': [8], 'num_attention_heads': [6, 6, 8, 6, 6, 6, 6, 6, 8, 8, 12, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 2048, 2048]}",18:47.4,2976024192,0.888761468
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 6, 6, 8, 8, 6, 8, 8, 6, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 3072, 1024, 1024, 1024, 3072, 1024]}",18:48.6,2556200576,0.880733945
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 10, 10, 8, 12, 6, 12, 8, 8, 8], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 2048]}",18:50.6,5861901952,0.924311927
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 6, 6, 8, 6, 6, 8, 8, 12, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 3072, 1024, 1024, 1024, 1024, 1024]}",18:51.8,2354873984,0.879587156
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 10, 8, 8, 8, 6, 12, 10, 8, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 2048, 1024, 2048, 2048, 1024]}",18:53.0,2719778432,0.885321101
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 6, 6, 6, 8, 6, 8, 10, 8, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 1024, 1024, 2048, 1024]}",18:54.1,2501674624,0.877293578
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 6, 6, 8, 8, 6, 8, 6, 8, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 1024, 1024, 1024, 1024, 2048, 2048]}",18:55.8,4108682880,0.910550459
"{'num_layers': [8], 'num_attention_heads': [6, 6, 10, 6, 6, 8, 8, 6, 8, 6, 8, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 2048, 1024]}",18:57.2,3139602048,0.899082569
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 10, 10, 8, 12, 6, 12, 10, 8, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 3072, 1024, 1024, 1024, 2048, 2048]}",18:59.0,5056595584,0.916284404
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 10, 10, 8, 8, 6, 8, 8, 8, 8], 'intermediate_size': [1024, 3072, 1024, 2048, 1024, 3072, 3072, 1024, 1024, 1024, 2048, 2048]}",19:01.0,5241144960,0.910550459
"{'num_layers': [7], 'num_attention_heads': [6, 6, 10, 6, 6, 8, 8, 6, 8, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 2048, 2048]}",19:02.4,2774500992,0.877293578
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 10, 8, 8, 8, 6, 8, 10, 8, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 2048]}",19:04.1,4473587328,0.918577982
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 10, 6, 8, 8, 6, 8, 10, 8, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 1024, 1024, 1024, 1024, 2048, 1024]}",19:05.8,4217734784,0.908256881
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 6, 6, 8, 8, 6, 8, 6, 6, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 2048]}",19:07.4,3504703104,0.903669725
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 10, 10, 8, 8, 6, 12, 8, 8, 8], 'intermediate_size': [3072, 3072, 1024, 2048, 1024, 3072, 3072, 1024, 1024, 1024, 2048, 2048]}",19:09.3,5752850048,0.918577982
"{'num_layers': [8], 'num_attention_heads': [6, 6, 8, 6, 6, 8, 8, 6, 8, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 2048, 2048, 1024]}",19:10.8,3286402688,0.899082569
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 10, 8, 8, 12, 6, 12, 10, 8, 8], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 3072, 1024, 1024, 1024, 2048, 2048]}",19:12.7,6008702592,0.923165138
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 10, 10, 8, 12, 6, 12, 8, 8, 8], 'intermediate_size': [3072, 1024, 1024, 2048, 1024, 3072, 3072, 1024, 1024, 1024, 2048, 2048]}",19:14.8,5459248768,0.92087156
"{'num_layers': [7], 'num_attention_heads': [6, 6, 10, 6, 6, 8, 6, 6, 8, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 2048]}",19:16.1,2921301632,0.881880734
"{'num_layers': [8], 'num_attention_heads': [6, 6, 8, 6, 6, 8, 8, 6, 8, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 2048, 2048, 2048]}",19:17.6,3085076096,0.896788991
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 6, 6, 8, 6, 6, 8, 8, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 2048]}",19:19.2,3450177152,0.902522936
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 10, 8, 8, 12, 6, 8, 10, 8, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 2048]}",19:21.0,4582639232,0.918577982
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 10, 10, 8, 8, 6, 12, 8, 8, 8], 'intermediate_size': [1024, 3072, 1024, 2048, 1024, 3072, 3072, 1024, 1024, 1024, 2048, 2048]}",19:22.9,5350196864,0.913990826
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 6, 6, 8, 8, 6, 12, 8, 8, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 1024, 2048, 2048, 1024]}",19:24.6,4070934144,0.902522936
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 10, 8, 8, 12, 6, 8, 10, 8, 8], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 2048]}",19:26.5,5589272192,0.922018349
"{'num_layers': [8], 'num_attention_heads': [6, 6, 8, 6, 6, 8, 6, 6, 8, 6, 12, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 2048]}",19:27.9,3030550144,0.894495413
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 10, 6, 8, 8, 6, 8, 10, 8, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 2048]}",19:29.7,4419061376,0.915137615
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 10, 6, 8, 8, 6, 8, 10, 6, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 2048]}",19:31.5,3613755008,0.902522936
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 6, 6, 8, 8, 6, 8, 8, 6, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 2048]}",19:33.1,3706029696,0.904816514
"{'num_layers': [8], 'num_attention_heads': [6, 6, 10, 6, 6, 8, 8, 6, 8, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 2048, 2048, 2048]}",19:34.6,3340928640,0.894495413
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 10, 8, 6, 8, 6, 8, 8, 8, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 2048]}",19:36.4,4419061376,0.916284404
"{'num_layers': [8], 'num_attention_heads': [6, 6, 8, 6, 6, 6, 8, 6, 8, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 2048, 2048]}",19:37.8,3030550144,0.891055046
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 6, 6, 6, 8, 6, 8, 8, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048]}",19:39.4,3450177152,0.89793578
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 10, 10, 8, 8, 6, 8, 10, 8, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 3072, 1024, 1024, 1024, 2048, 2048]}",19:41.3,4838491776,0.912844037
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 6, 6, 8, 8, 6, 8, 6, 8, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 2048]}",19:42.9,4310009472,0.910550459
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 10, 10, 8, 12, 6, 12, 8, 8, 8], 'intermediate_size': [3072, 1024, 2048, 2048, 1024, 3072, 3072, 1024, 1024, 1024, 2048, 2048]}",19:44.8,5660575360,0.924311927
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 10, 8, 8, 12, 6, 12, 10, 8, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 2048]}",19:46.8,4691691136,0.919724771
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 10, 6, 8, 8, 6, 8, 6, 6, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 2048, 2048, 2048]}",19:48.4,3815081600,0.905963303
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 6, 6, 6, 8, 6, 8, 10, 8, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 1024, 1024, 2048, 2048]}",19:50.1,3907356288,0.904816514
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 6, 6, 8, 8, 6, 8, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 1024, 2048, 2048, 1024]}",19:51.8,3907356288,0.904816514
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 10, 8, 8, 12, 6, 12, 10, 8, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 2048]}",19:53.6,4746217088,0.92087156
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 10, 10, 8, 8, 6, 12, 8, 8, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 3072, 1024, 1024, 1024, 2048, 2048]}",19:55.4,4947543680,0.917431193
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 10, 8, 8, 8, 6, 8, 10, 8, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 1024, 1024, 1024, 1024, 2048, 2048]}",19:57.1,4272260736,0.913990826
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 10, 6, 8, 8, 6, 8, 8, 6, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 1024, 1024, 2048, 2048]}",19:58.8,4016408192,0.904816514
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 6, 6, 8, 8, 6, 8, 6, 6, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 1024, 2048, 2048, 2048]}",20:00.6,3961882240,0.904816514
